category,city,experienceLevel,price
Programming & Tech,SPb,0,853.0
Programming & Tech,Msc,3,942.0
Programming & Tech,SPb,8,508.0
Digital Marketing,Krsk,4,889.0
Digital Marketing,Krsk,2,110.0
Programming & Tech,Msc,2,450.0
Programming & Tech,Msc,6,544.0
Lifestyle,Nov,7,297.0
Programming & Tech,Msc,6,248.0
Music & Audio,Mmk,2,1024.0
Programming & Tech,SPb,1,621.0
Music & Audio,Mmk,9,375.0
Programming & Tech,Msc,5,707.0
Lifestyle,Nov,1,940.0
Digital Marketing,Krsk,3,1085.0
Programming & Tech,Msc,8,521.0
Programming & Tech,Msc,7,263.0
Programming & Tech,Msc,7,720.0
Programming & Tech,Msc,5,894.0
Programming & Tech,Msc,3,147.0
Programming & Tech,SPb,6,1089.0
Business,Nvsk,8,844.0
Programming & Tech,Msc,9,744.0
Programming & Tech,Msc,2,865.0
Programming & Tech,Msc,2,144.0
Programming & Tech,Msc,8,332.0
Programming & Tech,Msc,7,989.0
Programming & Tech,Msc,3,223.0
Programming & Tech,Msc,6,656.0
Lifestyle,Nov,3,656.0
Programming & Tech,Msc,4,949.0
Programming & Tech,SPb,0,444.0
Programming & Tech,Msc,1,306.0
Business,Nvsk,6,312.0
Writing & Translation,NNov,0,147.0
Programming & Tech,Msc,6,698.0
Programming & Tech,SPb,3,322.0
Programming & Tech,Msc,5,950.0
Music & Audio,Mmk,3,788.0
Business,Nvsk,9,960.0
Video & Animation,Vlc,9,474.0
Programming & Tech,Msc,3,185.0
Programming & Tech,Msc,9,397.0
Programming & Tech,Msc,9,518.0
Music & Audio,Mmk,4,293.0
Programming & Tech,Msc,1,860.0
Music & Audio,Mmk,3,1076.0
Programming & Tech,Msc,9,313.0
Programming & Tech,Msc,0,906.0
Programming & Tech,Msc,3,941.0
Programming & Tech,Msc,0,427.0
Programming & Tech,Msc,2,255.0
Programming & Tech,Msc,1,449.0
Music & Audio,Mmk,5,387.0
Programming & Tech,Msc,9,793.0
Programming & Tech,Msc,4,472.0
Programming & Tech,SPb,2,353.0
Programming & Tech,Msc,4,1099.0
Music & Audio,Mmk,4,899.0
Programming & Tech,Msc,1,943.0
Programming & Tech,Msc,3,118.0
Video & Animation,Vlc,1,105.0
Programming & Tech,Msc,7,404.0
Business,Nvsk,7,914.0
Programming & Tech,Msc,1,901.0
Writing & Translation,NNov,5,372.0
Programming & Tech,Msc,9,1094.0
Music & Audio,Mmk,3,150.0
Programming & Tech,Msc,1,768.0
Business,Nvsk,0,852.0
Programming & Tech,Msc,6,1081.0
Writing & Translation,NNov,9,165.0
Writing & Translation,NNov,6,860.0
Programming & Tech,Msc,0,601.0
Programming & Tech,Msc,2,741.0
Writing & Translation,NNov,6,360.0
Programming & Tech,Msc,6,604.0
Programming & Tech,Msc,8,814.0
Programming & Tech,Msc,3,829.0
Writing & Translation,NNov,4,166.0
Video & Animation,Vlc,1,707.0
Programming & Tech,Msc,2,146.0
Programming & Tech,Msc,7,496.0
Writing & Translation,NNov,8,699.0
Programming & Tech,SPb,1,202.0
Programming & Tech,Msc,7,626.0
Programming & Tech,Msc,3,375.0
Programming & Tech,SPb,4,262.0
Programming & Tech,Msc,5,818.0
Programming & Tech,Msc,4,208.0
Programming & Tech,Msc,5,624.0
Programming & Tech,Msc,3,545.0
Programming & Tech,Msc,3,1021.0
Video & Animation,Vlc,3,806.0
Programming & Tech,Msc,4,890.0
Programming & Tech,Msc,6,703.0
Programming & Tech,Msc,4,852.0
Programming & Tech,Msc,4,495.0
Programming & Tech,Msc,5,227.0
Programming & Tech,Msc,1,631.0
Programming & Tech,Msc,6,460.0
Lifestyle,Nov,0,683.0
Programming & Tech,Msc,6,1011.0
Programming & Tech,Msc,2,348.0
Programming & Tech,Msc,6,286.0
Writing & Translation,NNov,1,627.0
Programming & Tech,Msc,9,736.0
Video & Animation,Vlc,9,149.0
Music & Audio,Mmk,4,914.0
Digital Marketing,Krsk,1,191.0
Programming & Tech,SPb,1,378.0
Music & Audio,Mmk,8,225.0
Writing & Translation,NNov,6,544.0
Programming & Tech,Msc,3,403.0
Programming & Tech,Msc,0,914.0
Programming & Tech,SPb,0,670.0
Programming & Tech,SPb,5,591.0
Video & Animation,Vlc,3,735.0
Programming & Tech,Msc,5,570.0
Programming & Tech,Msc,3,945.0
Programming & Tech,Msc,0,1032.0
Programming & Tech,Msc,6,366.0
Programming & Tech,Msc,8,656.0
Programming & Tech,Msc,4,361.0
Programming & Tech,Msc,3,648.0
Programming & Tech,SPb,9,322.0
Writing & Translation,NNov,4,787.0
Programming & Tech,Msc,3,280.0
Video & Animation,Vlc,3,829.0
Programming & Tech,Msc,5,316.0
Programming & Tech,SPb,4,839.0
Programming & Tech,Msc,5,620.0
Programming & Tech,Msc,2,818.0
Programming & Tech,Msc,7,459.0
Programming & Tech,Msc,7,107.0
Programming & Tech,Msc,9,568.0
Programming & Tech,Msc,6,153.0
Writing & Translation,NNov,5,848.0
Music & Audio,Mmk,4,778.0
Programming & Tech,Msc,4,602.0
Digital Marketing,Krsk,4,408.0
Business,Nvsk,9,576.0
Lifestyle,Nov,7,828.0
Digital Marketing,Krsk,0,833.0
Programming & Tech,Msc,4,757.0
Programming & Tech,Msc,5,775.0
Programming & Tech,Msc,8,917.0
Programming & Tech,Msc,5,568.0
Digital Marketing,Krsk,3,338.0
Programming & Tech,Msc,0,195.0
Programming & Tech,Msc,1,827.0
Writing & Translation,NNov,0,525.0
Digital Marketing,Krsk,7,478.0
Programming & Tech,SPb,9,832.0
Music & Audio,Mmk,6,950.0
Writing & Translation,NNov,8,558.0
Programming & Tech,Msc,6,182.0
Music & Audio,Mmk,3,654.0
Music & Audio,Mmk,0,290.0
Programming & Tech,Msc,0,637.0
Programming & Tech,Msc,6,115.0
Music & Audio,Mmk,2,572.0
Programming & Tech,Msc,9,438.0
Programming & Tech,Msc,5,1009.0
Programming & Tech,Msc,9,540.0
Programming & Tech,Msc,2,699.0
Business,Nvsk,9,621.0
Music & Audio,Mmk,9,358.0
Business,Nvsk,8,206.0
Programming & Tech,Msc,1,538.0
Programming & Tech,Msc,4,1011.0
Programming & Tech,Msc,4,436.0
Programming & Tech,Msc,4,563.0
Writing & Translation,NNov,5,890.0
Programming & Tech,Msc,9,644.0
Programming & Tech,Msc,4,961.0
Programming & Tech,Msc,7,746.0
Music & Audio,Mmk,5,598.0
Programming & Tech,Msc,3,371.0
Programming & Tech,Msc,1,993.0
Programming & Tech,Msc,3,389.0
Programming & Tech,Msc,1,988.0
Programming & Tech,SPb,6,559.0
Digital Marketing,Krsk,2,928.0
Programming & Tech,Msc,7,542.0
Lifestyle,Nov,7,883.0
Business,Nvsk,1,374.0
Programming & Tech,Msc,2,974.0
Programming & Tech,Msc,5,550.0
Business,Nvsk,5,203.0
Video & Animation,Vlc,2,820.0
Programming & Tech,Msc,9,434.0
Programming & Tech,Msc,6,555.0
Programming & Tech,Msc,8,680.0
Programming & Tech,Msc,1,645.0
Lifestyle,Nov,7,1077.0
Programming & Tech,Msc,5,1014.0
Programming & Tech,Msc,9,282.0
Programming & Tech,Msc,4,683.0
Programming & Tech,SPb,1,747.0
Programming & Tech,Msc,7,959.0
Programming & Tech,Msc,2,1039.0
Digital Marketing,Krsk,7,459.0
Business,Nvsk,1,702.0
Business,Nvsk,8,285.0
Programming & Tech,Msc,7,190.0
Programming & Tech,Msc,2,114.0
Business,Nvsk,2,575.0
Programming & Tech,Msc,7,180.0
Programming & Tech,SPb,8,240.0
Programming & Tech,Msc,5,624.0
Programming & Tech,Msc,5,967.0
Programming & Tech,Msc,1,706.0
Programming & Tech,Msc,8,852.0
Programming & Tech,Msc,6,109.0
Programming & Tech,Msc,0,938.0
Digital Marketing,Krsk,5,962.0
Business,Nvsk,5,225.0
Programming & Tech,Msc,5,366.0
Music & Audio,Mmk,5,480.0
Programming & Tech,Msc,6,322.0
Programming & Tech,Msc,1,216.0
Programming & Tech,Msc,9,643.0
Video & Animation,Vlc,7,248.0
Video & Animation,Vlc,9,437.0
Music & Audio,Mmk,1,599.0
Digital Marketing,Krsk,6,755.0
Music & Audio,Mmk,9,503.0
Digital Marketing,Krsk,1,160.0
Programming & Tech,Msc,8,732.0
Business,Nvsk,4,502.0
Programming & Tech,Msc,0,595.0
Lifestyle,Nov,4,108.0
Music & Audio,Mmk,5,197.0
Digital Marketing,Krsk,2,532.0
Digital Marketing,Krsk,4,683.0
Programming & Tech,Msc,6,698.0
Programming & Tech,Msc,9,431.0
Programming & Tech,Msc,3,872.0
Video & Animation,Vlc,1,776.0
Programming & Tech,Msc,4,150.0
Programming & Tech,Msc,9,297.0
Programming & Tech,Msc,6,476.0
Business,Nvsk,0,1009.0
Programming & Tech,Msc,4,781.0
Programming & Tech,Msc,4,988.0
Programming & Tech,Msc,8,552.0
Programming & Tech,Msc,3,911.0
Programming & Tech,Msc,1,668.0
Programming & Tech,Msc,7,424.0
Programming & Tech,Msc,4,982.0
Programming & Tech,Msc,1,575.0
Digital Marketing,Krsk,5,156.0
Programming & Tech,Msc,3,238.0
Programming & Tech,Msc,4,232.0
Programming & Tech,Msc,4,692.0
Programming & Tech,Msc,4,500.0
Music & Audio,Mmk,1,731.0
Programming & Tech,Msc,9,755.0
Programming & Tech,Msc,2,211.0
Programming & Tech,Msc,3,607.0
Programming & Tech,Msc,1,651.0
Video & Animation,Vlc,9,864.0
Digital Marketing,Krsk,9,1023.0
Writing & Translation,NNov,4,820.0
Programming & Tech,Msc,2,795.0
Programming & Tech,Msc,2,525.0
Writing & Translation,NNov,9,550.0
Programming & Tech,Msc,7,724.0
Programming & Tech,Msc,3,252.0
Lifestyle,Nov,1,1011.0
Writing & Translation,NNov,0,800.0
Digital Marketing,Krsk,9,241.0
Digital Marketing,Krsk,5,616.0
Business,Nvsk,6,400.0
Programming & Tech,Msc,8,819.0
Programming & Tech,SPb,2,497.0
Programming & Tech,Msc,2,546.0
Programming & Tech,Msc,4,652.0
Programming & Tech,Msc,4,216.0
Programming & Tech,SPb,0,425.0
Programming & Tech,Msc,8,405.0
Writing & Translation,NNov,8,787.0
Music & Audio,Mmk,1,172.0
Programming & Tech,Msc,9,922.0
Writing & Translation,NNov,2,568.0
Programming & Tech,Msc,3,474.0
Programming & Tech,Msc,2,501.0
Programming & Tech,Msc,9,317.0
Programming & Tech,Msc,7,824.0
Programming & Tech,Msc,3,919.0
Digital Marketing,Krsk,7,156.0
Business,Nvsk,4,722.0
Video & Animation,Vlc,8,893.0
Music & Audio,Mmk,1,792.0
Lifestyle,Nov,3,1001.0
Programming & Tech,Msc,5,100.0
Lifestyle,Nov,7,557.0
Programming & Tech,SPb,0,631.0
Digital Marketing,Krsk,3,897.0
Programming & Tech,Msc,9,695.0
Programming & Tech,Msc,8,642.0
Programming & Tech,Msc,2,822.0
Programming & Tech,Msc,3,175.0
Lifestyle,Nov,5,149.0
Video & Animation,Vlc,0,240.0
Lifestyle,Nov,3,412.0
Music & Audio,Mmk,9,907.0
Programming & Tech,SPb,4,991.0
Programming & Tech,Msc,3,376.0
Programming & Tech,SPb,5,983.0
Programming & Tech,Msc,7,383.0
Programming & Tech,Msc,2,246.0
Programming & Tech,Msc,0,1019.0
Programming & Tech,Msc,3,352.0
Lifestyle,Nov,8,945.0
Programming & Tech,Msc,9,994.0
Programming & Tech,SPb,5,736.0
Lifestyle,Nov,8,768.0
Business,Nvsk,1,254.0
Programming & Tech,Msc,8,1078.0
Programming & Tech,Msc,2,118.0
Writing & Translation,NNov,8,511.0
Programming & Tech,Msc,9,843.0
Video & Animation,Vlc,0,268.0
Programming & Tech,Msc,5,938.0
Programming & Tech,Msc,1,510.0
Video & Animation,Vlc,5,806.0
Music & Audio,Mmk,4,153.0
Programming & Tech,Msc,3,741.0
Programming & Tech,Msc,9,468.0
Digital Marketing,Krsk,6,526.0
Programming & Tech,Msc,0,283.0
Programming & Tech,Msc,6,890.0
Programming & Tech,Msc,1,1069.0
Video & Animation,Vlc,7,350.0
Digital Marketing,Krsk,4,735.0
Programming & Tech,Msc,7,402.0
Programming & Tech,Msc,2,1031.0
Programming & Tech,Msc,6,986.0
Programming & Tech,Msc,5,409.0
Programming & Tech,Msc,6,480.0
Programming & Tech,Msc,3,368.0
Programming & Tech,Msc,8,368.0
Music & Audio,Mmk,8,1019.0
Programming & Tech,Msc,1,840.0
Digital Marketing,Krsk,3,241.0
Programming & Tech,Msc,2,1093.0
Programming & Tech,Msc,2,880.0
Digital Marketing,Krsk,5,254.0
Video & Animation,Vlc,0,688.0
Business,Nvsk,1,540.0
Programming & Tech,Msc,7,688.0
Digital Marketing,Krsk,9,528.0
Programming & Tech,Msc,5,1040.0
Programming & Tech,Msc,5,551.0
Writing & Translation,NNov,4,610.0
Lifestyle,Nov,0,836.0
Video & Animation,Vlc,6,594.0
Music & Audio,Mmk,4,422.0
Programming & Tech,Msc,2,1006.0
Programming & Tech,Msc,7,215.0
Programming & Tech,Msc,3,1067.0
Music & Audio,Mmk,6,380.0
Programming & Tech,Msc,9,347.0
Video & Animation,Vlc,6,912.0
Programming & Tech,Msc,8,1042.0
Programming & Tech,Msc,0,541.0
Programming & Tech,Msc,9,252.0
Programming & Tech,Msc,1,154.0
Programming & Tech,Msc,1,514.0
Programming & Tech,SPb,4,176.0
Music & Audio,Mmk,9,709.0
Video & Animation,Vlc,2,179.0
Digital Marketing,Krsk,4,420.0
Programming & Tech,Msc,3,586.0
Programming & Tech,Msc,3,527.0
Programming & Tech,Msc,2,355.0
Programming & Tech,Msc,8,864.0
Business,Nvsk,2,509.0
Programming & Tech,Msc,7,190.0
Programming & Tech,Msc,2,211.0
Programming & Tech,Msc,1,160.0
Programming & Tech,Msc,2,648.0
Programming & Tech,Msc,8,670.0
Music & Audio,Mmk,9,559.0
Programming & Tech,Msc,1,530.0
Programming & Tech,Msc,6,944.0
Programming & Tech,Msc,5,222.0
Programming & Tech,Msc,9,755.0
Video & Animation,Vlc,1,786.0
Video & Animation,Vlc,2,946.0
Programming & Tech,Msc,7,1015.0
Programming & Tech,Msc,6,337.0
Writing & Translation,NNov,9,111.0
Video & Animation,Vlc,7,981.0
Digital Marketing,Krsk,5,897.0
Business,Nvsk,8,314.0
Programming & Tech,SPb,9,963.0
Lifestyle,Nov,4,1099.0
Video & Animation,Vlc,5,1061.0
Writing & Translation,NNov,6,459.0
Video & Animation,Vlc,5,795.0
Video & Animation,Vlc,6,187.0
Video & Animation,Vlc,4,550.0
Programming & Tech,Msc,1,727.0
Music & Audio,Mmk,5,163.0
Music & Audio,Mmk,8,399.0
Programming & Tech,Msc,3,762.0
Programming & Tech,Msc,5,934.0
Programming & Tech,Msc,0,687.0
Programming & Tech,SPb,0,874.0
Video & Animation,Vlc,0,935.0
Programming & Tech,Msc,6,1053.0
Programming & Tech,Msc,7,839.0
Programming & Tech,Msc,2,711.0
Programming & Tech,Msc,4,532.0
Music & Audio,Mmk,8,157.0
Lifestyle,Nov,7,892.0
Programming & Tech,Msc,4,888.0
Programming & Tech,Msc,9,216.0
Music & Audio,Mmk,1,438.0
Programming & Tech,Msc,4,943.0
Programming & Tech,Msc,2,1061.0
Digital Marketing,Krsk,8,981.0
Programming & Tech,Msc,4,1066.0
Lifestyle,Nov,6,879.0
Digital Marketing,Krsk,0,309.0
Programming & Tech,Msc,9,876.0
Programming & Tech,Msc,5,171.0
Programming & Tech,Msc,1,251.0
Programming & Tech,Msc,6,779.0
Video & Animation,Vlc,4,773.0
Business,Nvsk,8,745.0
Programming & Tech,Msc,8,992.0
Music & Audio,Mmk,7,813.0
Video & Animation,Vlc,0,696.0
Programming & Tech,Msc,1,1032.0
Programming & Tech,Msc,5,1053.0
Music & Audio,Mmk,5,270.0
Programming & Tech,Msc,5,797.0
Programming & Tech,Msc,2,543.0
Programming & Tech,Msc,9,1000.0
Lifestyle,Nov,8,525.0
Programming & Tech,Msc,5,738.0
Programming & Tech,Msc,0,443.0
Music & Audio,Mmk,6,612.0
Lifestyle,Nov,7,480.0
Programming & Tech,SPb,9,407.0
Programming & Tech,Msc,7,442.0
Business,Nvsk,9,154.0
Programming & Tech,Msc,1,437.0
Programming & Tech,Msc,4,224.0
Business,Nvsk,3,449.0
Digital Marketing,Krsk,1,483.0
Lifestyle,Nov,6,856.0
Programming & Tech,Msc,1,292.0
Programming & Tech,SPb,7,1096.0
Lifestyle,Nov,1,482.0
Programming & Tech,Msc,3,933.0
Programming & Tech,SPb,5,595.0
Video & Animation,Vlc,0,482.0
Business,Nvsk,4,274.0
Programming & Tech,Msc,5,236.0
Programming & Tech,Msc,3,316.0
Programming & Tech,Msc,8,725.0
Programming & Tech,Msc,2,406.0
Programming & Tech,Msc,8,659.0
Programming & Tech,Msc,4,166.0
Programming & Tech,Msc,6,1036.0
Programming & Tech,Msc,0,147.0
Programming & Tech,Msc,6,704.0
Music & Audio,Mmk,5,436.0
Lifestyle,Nov,8,645.0
Digital Marketing,Krsk,0,925.0
Programming & Tech,Msc,8,1082.0
Programming & Tech,Msc,0,551.0
Programming & Tech,Msc,3,937.0
Music & Audio,Mmk,0,421.0
Lifestyle,Nov,4,715.0
Lifestyle,Nov,8,681.0
Programming & Tech,Msc,4,849.0
Lifestyle,Nov,9,1050.0
Programming & Tech,Msc,1,946.0
Business,Nvsk,5,266.0
Programming & Tech,SPb,1,593.0
Programming & Tech,Msc,8,859.0
Lifestyle,Nov,6,681.0
Writing & Translation,NNov,7,604.0
Programming & Tech,Msc,7,1080.0
Programming & Tech,SPb,3,699.0
Programming & Tech,Msc,8,937.0
Programming & Tech,Msc,8,639.0
Programming & Tech,Msc,2,799.0
Lifestyle,Nov,9,639.0
Programming & Tech,Msc,5,736.0
Programming & Tech,SPb,2,298.0
Programming & Tech,Msc,6,737.0
Programming & Tech,Msc,9,184.0
Business,Nvsk,2,171.0
Programming & Tech,Msc,5,490.0
Programming & Tech,Msc,6,725.0
Programming & Tech,Msc,4,780.0
Writing & Translation,NNov,0,486.0
Digital Marketing,Krsk,0,144.0
Programming & Tech,Msc,1,644.0
Programming & Tech,Msc,4,124.0
Programming & Tech,Msc,7,872.0
Programming & Tech,SPb,5,492.0
Programming & Tech,Msc,7,248.0
Music & Audio,Mmk,1,1075.0
Music & Audio,Mmk,0,558.0
Programming & Tech,Msc,4,552.0
Programming & Tech,Msc,4,998.0
Writing & Translation,NNov,2,1079.0
Programming & Tech,Msc,6,465.0
Digital Marketing,Krsk,8,1053.0
Video & Animation,Vlc,5,111.0
Programming & Tech,Msc,6,209.0
Programming & Tech,Msc,2,1090.0
Writing & Translation,NNov,9,751.0
Programming & Tech,Msc,3,651.0
Writing & Translation,NNov,2,402.0
Programming & Tech,Msc,9,548.0
Programming & Tech,Msc,4,772.0
Digital Marketing,Krsk,0,578.0
Business,Nvsk,2,1009.0
Programming & Tech,Msc,5,733.0
Programming & Tech,Msc,9,156.0
Programming & Tech,Msc,0,959.0
Programming & Tech,SPb,1,694.0
Programming & Tech,Msc,6,172.0
Programming & Tech,SPb,9,359.0
Digital Marketing,Krsk,1,1074.0
Programming & Tech,Msc,4,231.0
Programming & Tech,Msc,7,892.0
Programming & Tech,Msc,1,987.0
Business,Nvsk,8,501.0
Lifestyle,Nov,5,142.0
Lifestyle,Nov,5,839.0
Digital Marketing,Krsk,7,350.0
Programming & Tech,Msc,6,346.0
Programming & Tech,Msc,8,286.0
Programming & Tech,SPb,5,816.0
Programming & Tech,Msc,6,261.0
Video & Animation,Vlc,0,480.0
Writing & Translation,NNov,9,723.0
Digital Marketing,Krsk,9,1028.0
Programming & Tech,Msc,5,358.0
Programming & Tech,Msc,6,142.0
Programming & Tech,Msc,0,747.0
Programming & Tech,Msc,8,946.0
Programming & Tech,Msc,8,905.0
Programming & Tech,Msc,7,162.0
Digital Marketing,Krsk,3,406.0
Programming & Tech,Msc,2,729.0
Programming & Tech,Msc,7,293.0
Programming & Tech,Msc,6,721.0
Programming & Tech,Msc,4,361.0
Programming & Tech,Msc,1,839.0
Video & Animation,Vlc,7,851.0
Programming & Tech,Msc,4,1083.0
Programming & Tech,Msc,7,386.0
Digital Marketing,Krsk,0,590.0
Programming & Tech,Msc,2,799.0
Writing & Translation,NNov,2,156.0
Programming & Tech,Msc,3,245.0
Digital Marketing,Krsk,8,299.0
Programming & Tech,SPb,5,639.0
Business,Nvsk,7,357.0
Writing & Translation,NNov,2,368.0
Lifestyle,Nov,7,383.0
Writing & Translation,NNov,2,893.0
Programming & Tech,SPb,1,334.0
Lifestyle,Nov,0,502.0
Programming & Tech,Msc,0,393.0
Programming & Tech,Msc,1,961.0
Programming & Tech,Msc,5,280.0
Lifestyle,Nov,0,861.0
Programming & Tech,Msc,2,927.0
Music & Audio,Mmk,2,977.0
Programming & Tech,Msc,9,352.0
Programming & Tech,SPb,9,551.0
Digital Marketing,Krsk,1,100.0
Digital Marketing,Krsk,5,548.0
Digital Marketing,Krsk,4,428.0
Programming & Tech,SPb,4,757.0
Music & Audio,Mmk,5,477.0
Programming & Tech,Msc,5,998.0
Programming & Tech,Msc,0,716.0
Programming & Tech,Msc,1,527.0
Programming & Tech,SPb,1,1017.0
Programming & Tech,Msc,8,170.0
Music & Audio,Mmk,0,724.0
Programming & Tech,Msc,5,307.0
Programming & Tech,Msc,7,787.0
Programming & Tech,Msc,3,356.0
Video & Animation,Vlc,2,255.0
Business,Nvsk,7,644.0
Programming & Tech,Msc,9,645.0
Programming & Tech,Msc,0,628.0
Programming & Tech,Msc,2,270.0
Lifestyle,Nov,6,216.0
Programming & Tech,Msc,1,602.0
Programming & Tech,Msc,0,355.0
Business,Nvsk,2,698.0
Programming & Tech,Msc,2,490.0
Programming & Tech,SPb,2,921.0
Video & Animation,Vlc,3,183.0
Business,Nvsk,8,827.0
Programming & Tech,Msc,6,615.0
Music & Audio,Mmk,2,727.0
Programming & Tech,Msc,3,1021.0
Programming & Tech,Msc,9,307.0
Digital Marketing,Krsk,3,787.0
Programming & Tech,Msc,2,623.0
Lifestyle,Nov,5,839.0
Programming & Tech,Msc,6,151.0
Programming & Tech,Msc,8,432.0
Programming & Tech,Msc,8,275.0
Programming & Tech,SPb,2,445.0
Digital Marketing,Krsk,8,199.0
Programming & Tech,Msc,5,977.0
Programming & Tech,Msc,1,824.0
Video & Animation,Vlc,6,693.0
Programming & Tech,Msc,9,368.0
Programming & Tech,Msc,0,955.0
Programming & Tech,Msc,8,795.0
Programming & Tech,Msc,8,681.0
Programming & Tech,Msc,1,838.0
Programming & Tech,Msc,6,715.0
Programming & Tech,Msc,7,558.0
Programming & Tech,Msc,3,275.0
Music & Audio,Mmk,8,267.0
Programming & Tech,Msc,4,247.0
Programming & Tech,Msc,2,125.0
Programming & Tech,SPb,7,202.0
Programming & Tech,Msc,3,471.0
Programming & Tech,Msc,2,927.0
Writing & Translation,NNov,6,478.0
Programming & Tech,Msc,8,801.0
Programming & Tech,SPb,4,103.0
Programming & Tech,SPb,1,198.0
Programming & Tech,Msc,4,423.0
Programming & Tech,Msc,0,480.0
Video & Animation,Vlc,6,618.0
Programming & Tech,SPb,9,626.0
Digital Marketing,Krsk,6,255.0
Programming & Tech,SPb,1,209.0
Programming & Tech,SPb,7,515.0
Video & Animation,Vlc,3,407.0
Programming & Tech,Msc,3,979.0
Writing & Translation,NNov,9,192.0
Programming & Tech,Msc,3,843.0
Programming & Tech,Msc,6,170.0
Programming & Tech,Msc,8,980.0
Writing & Translation,NNov,1,966.0
Programming & Tech,Msc,2,747.0
Programming & Tech,Msc,5,984.0
Programming & Tech,Msc,1,585.0
Programming & Tech,Msc,0,474.0
Music & Audio,Mmk,1,277.0
Programming & Tech,Msc,0,528.0
Programming & Tech,Msc,2,816.0
Programming & Tech,SPb,2,1004.0
Programming & Tech,Msc,1,956.0
Writing & Translation,NNov,5,794.0
Video & Animation,Vlc,8,865.0
Programming & Tech,Msc,6,440.0
Digital Marketing,Krsk,2,898.0
Video & Animation,Vlc,5,471.0
Programming & Tech,Msc,0,612.0
Video & Animation,Vlc,2,342.0
Programming & Tech,SPb,5,637.0
Programming & Tech,Msc,4,968.0
Programming & Tech,Msc,0,283.0
Programming & Tech,Msc,0,125.0
Business,Nvsk,2,1089.0
Video & Animation,Vlc,5,430.0
Programming & Tech,Msc,5,243.0
Music & Audio,Mmk,9,955.0
Programming & Tech,Msc,9,119.0
Programming & Tech,SPb,4,965.0
Programming & Tech,SPb,6,739.0
Digital Marketing,Krsk,0,533.0
Programming & Tech,Msc,2,869.0
Programming & Tech,Msc,1,192.0
Programming & Tech,Msc,9,911.0
Programming & Tech,Msc,3,815.0
Business,Nvsk,5,859.0
Programming & Tech,Msc,3,760.0
Programming & Tech,Msc,0,177.0
Programming & Tech,Msc,6,898.0
Video & Animation,Vlc,9,380.0
Lifestyle,Nov,8,205.0
Programming & Tech,Msc,3,572.0
Programming & Tech,Msc,0,966.0
Programming & Tech,Msc,4,373.0
Programming & Tech,Msc,6,991.0
Programming & Tech,Msc,2,287.0
Programming & Tech,Msc,7,447.0
Programming & Tech,Msc,7,971.0
Programming & Tech,Msc,9,523.0
Programming & Tech,Msc,7,985.0
Video & Animation,Vlc,9,602.0
Writing & Translation,NNov,4,567.0
Programming & Tech,Msc,9,1061.0
Programming & Tech,SPb,9,166.0
Music & Audio,Mmk,2,464.0
Programming & Tech,Msc,3,750.0
Programming & Tech,Msc,8,191.0
Writing & Translation,NNov,2,329.0
Business,Nvsk,2,766.0
Business,Nvsk,0,280.0
Programming & Tech,Msc,5,445.0
Programming & Tech,Msc,7,458.0
Programming & Tech,Msc,5,510.0
Writing & Translation,NNov,5,172.0
Programming & Tech,Msc,2,932.0
Video & Animation,Vlc,1,898.0
Programming & Tech,Msc,9,745.0
Programming & Tech,Msc,2,941.0
Programming & Tech,SPb,6,1088.0
Video & Animation,Vlc,8,643.0
Programming & Tech,Msc,2,131.0
Programming & Tech,Msc,9,993.0
Programming & Tech,Msc,3,127.0
Programming & Tech,Msc,7,279.0
Digital Marketing,Krsk,5,194.0
